model,resampler,select_k,fold,test_subjects,best_params,inner_best_f1,strategy,n_features,n_inner,f1,precision,recall,roc_auc,auprc,train_time_s,pred_time_s,model_size_bytes
RF,RandomUnder,all,3,"['S09', 'S18', 'f15']","{'n_estimators': 150, 'max_features': 0.6, 'min_samples_leaf': 3}",0.5813241436322294,absolute,49,5,0.5826086956521739,0.4785714285714286,0.7444444444444445,0.6401187446988973,0.571944940135259,0.9110276699066162,0.14953017234802246,3681647
RF,RandomUnder,all,4,"['S15', 'S17', 'f04']","{'n_estimators': 250, 'max_features': 0.7, 'min_samples_leaf': 3}",0.6038870656688687,absolute,49,5,0.5060240963855421,0.6268656716417911,0.42424242424242425,0.6452020202020202,0.6262936786349467,1.2382187843322754,0.20022845268249512,5957360
RF,RandomUnder,all,5,"['S11', 'S12', 'S14', 'f03']","{'n_estimators': 150, 'max_features': 0.8, 'min_samples_leaf': 2}",0.563113945986296,absolute,49,5,0.6029411764705882,0.5734265734265734,0.6356589147286822,0.5392787929125138,0.5966817056258112,0.7191863059997559,0.11822628974914551,3802783
RF,RandomUnder,all,6,"['S01', 'S05', 'f01']","{'n_estimators': 250, 'max_features': 0.7, 'min_samples_leaf': 2}",0.5523394969700182,absolute,49,5,0.7550200803212851,0.7121212121212122,0.8034188034188035,0.7196581196581197,0.7667393984231956,1.1076304912567139,0.1755208969116211,6596752
RF,RandomUnder,all,7,"['S03', 'f09', 'f10']","{'n_estimators': 150, 'max_features': 0.8, 'min_samples_leaf': 2}",0.5585265472697949,absolute,49,5,0.6124401913875598,0.6213592233009708,0.6037735849056604,0.6550432022570976,0.6126975170844988,0.9394679069519043,0.10382580757141113,3979631
RF,RandomUnder,all,8,"['S04', 'f08', 'f16']","{'n_estimators': 250, 'max_features': 0.8, 'min_samples_leaf': 3}",0.5521562989722234,absolute,49,5,0.6666666666666666,0.6938775510204082,0.6415094339622641,0.7036434612882237,0.689199032416038,1.1964614391326904,0.16848516464233398,5854528
RF,RandomUnder,all,9,"['S16', 'f02', 'f11']","{'n_estimators': 250, 'max_features': 0.7, 'min_samples_leaf': 1}",0.576182920436666,absolute,49,5,0.49361702127659574,0.4233576642335766,0.5918367346938775,0.47751783640285383,0.43091193926471244,1.1758437156677246,0.17451214790344238,7269732
RF,RandomUnder,all,10,"['S06', 'f06', 'f18']","{'n_estimators': 250, 'max_features': 0.7, 'min_samples_leaf': 3}",0.5772502296304083,absolute,49,5,0.54,0.574468085106383,0.5094339622641509,0.6219908913467795,0.6151300201998222,1.1160178184509277,0.17257237434387207,5872448
XGB,none,all,1,"['S07', 'S10', 'f12']","{'n_estimators': 200, 'learning_rate': 0.12, 'max_depth': 10, 'subsample': 1.0}",0.5698789836347137,absolute,49,5,0.39263803680981596,0.5161290322580645,0.31683168316831684,0.5912516624796808,0.5344590786878486,0.84440016746521,0.010834932327270508,706359
XGB,none,all,2,"['S08', 'S13', 'f05']","{'n_estimators': 200, 'learning_rate': 0.08, 'max_depth': 8, 'subsample': 1.0}",0.5764450559876535,absolute,49,5,0.6732673267326733,0.6476190476190476,0.7010309278350515,0.7748236570808464,0.6823449140648294,0.7535569667816162,0.01100015640258789,720985
XGB,none,all,3,"['S09', 'S18', 'f15']","{'n_estimators': 200, 'learning_rate': 0.08, 'max_depth': 8, 'subsample': 0.9}",0.571877876942407,absolute,49,5,0.592274678111588,0.4825174825174825,0.7666666666666667,0.6594571670907547,0.5731820734027363,0.7653930187225342,0.011568784713745117,720463
XGB,none,all,4,"['S15', 'S17', 'f04']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.9}",0.5817524517587201,absolute,49,5,0.4025974025974026,0.5636363636363636,0.31313131313131315,0.5791569541569542,0.5592989162282747,0.9183964729309082,0.01300048828125,866075
XGB,none,all,5,"['S11', 'S12', 'S14', 'f03']","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 10, 'subsample': 0.9}",0.5339503119825209,absolute,49,5,0.5735849056603773,0.5588235294117647,0.5891472868217055,0.5437430786267996,0.6013679923104842,0.9073505401611328,0.010998725891113281,748825
XGB,none,all,6,"['S01', 'S05', 'f01']","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 10, 'subsample': 1.0}",0.5230098371349696,absolute,49,5,0.7531380753138075,0.7377049180327869,0.7692307692307693,0.7341377576671695,0.7918549915254176,0.8599469661712646,0.025854825973510742,772954
XGB,none,all,7,"['S03', 'f09', 'f10']","{'n_estimators': 200, 'learning_rate': 0.12, 'max_depth': 10, 'subsample': 0.9}",0.549940185210264,absolute,49,5,0.6545454545454545,0.631578947368421,0.6792452830188679,0.6920296244048669,0.6832499075068783,0.8105578422546387,0.009998559951782227,696934
XGB,none,all,8,"['S04', 'f08', 'f16']","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.9}",0.533854875818047,absolute,49,5,0.5423728813559322,0.676056338028169,0.4528301886792453,0.6686727391021471,0.6241314603069404,0.7195560932159424,0.010522842407226562,676527
XGB,none,all,9,"['S16', 'f02', 'f11']","{'n_estimators': 300, 'learning_rate': 0.12, 'max_depth': 10, 'subsample': 1.0}",0.5971766403755006,absolute,49,5,0.5092592592592593,0.4661016949152542,0.5612244897959183,0.5108677617388419,0.4582147751910944,1.0364916324615479,0.011998414993286133,856417
XGB,none,all,10,"['S06', 'f06', 'f18']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.9}",0.5427866442087039,absolute,49,5,0.5445026178010471,0.611764705882353,0.49056603773584906,0.6367924528301886,0.6133382206465599,0.9678843021392822,0.01052403450012207,872540
XGB,RandomUnder,all,1,"['S07', 'S10', 'f12']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 10, 'subsample': 0.9}",0.5852259209728781,absolute,49,5,0.48554913294797686,0.5833333333333334,0.4158415841584158,0.6304122949608394,0.5422904315504681,1.0594770908355713,0.012000083923339844,919494
XGB,RandomUnder,all,2,"['S08', 'S13', 'f05']","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 10, 'subsample': 1.0}",0.5785781081253119,absolute,49,5,0.6600985221674877,0.6320754716981132,0.6907216494845361,0.7641268118750485,0.6657396763462442,0.9185218811035156,0.010511398315429688,768553
XGB,RandomUnder,all,3,"['S09', 'S18', 'f15']","{'n_estimators': 200, 'learning_rate': 0.12, 'max_depth': 8, 'subsample': 1.0}",0.5826411783379225,absolute,49,5,0.5537190082644629,0.4407894736842105,0.7444444444444445,0.6759117896522477,0.6197014441174569,0.6988041400909424,0.011007070541381836,634461
XGB,RandomUnder,all,4,"['S15', 'S17', 'f04']","{'n_estimators': 200, 'learning_rate': 0.08, 'max_depth': 10, 'subsample': 0.9}",0.5937701191312301,absolute,49,5,0.4523809523809524,0.5507246376811594,0.3838383838383838,0.6109168609168609,0.5797624553910898,0.9383785724639893,0.010999679565429688,825930
XGB,RandomUnder,all,5,"['S11', 'S12', 'S14', 'f03']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 10, 'subsample': 0.9}",0.5466461465427059,absolute,49,5,0.587360594795539,0.5642857142857143,0.6124031007751938,0.5670681063122924,0.6004007435818404,1.092386245727539,0.011998176574707031,898437
XGB,RandomUnder,all,6,"['S01', 'S05', 'f01']","{'n_estimators': 200, 'learning_rate': 0.08, 'max_depth': 8, 'subsample': 0.9}",0.5460098889615819,absolute,49,5,0.7377049180327869,0.7086614173228346,0.7692307692307693,0.7106083459024635,0.7517445065808412,0.7669425010681152,0.01099848747253418,733950
XGB,RandomUnder,all,7,"['S03', 'f09', 'f10']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 1.0}",0.567561714372255,absolute,49,5,0.6554621848739496,0.5909090909090909,0.7358490566037735,0.6725445247751719,0.6710402622789838,0.9582366943359375,0.010996103286743164,867906
XGB,RandomUnder,all,8,"['S04', 'f08', 'f16']","{'n_estimators': 300, 'learning_rate': 0.12, 'max_depth': 8, 'subsample': 0.9}",0.5622026293927274,absolute,49,5,0.6210526315789474,0.7023809523809523,0.5566037735849056,0.698601171112557,0.6607889766819515,0.8645162582397461,0.010999202728271484,792499
XGB,RandomUnder,all,9,"['S16', 'f02', 'f11']","{'n_estimators': 300, 'learning_rate': 0.08, 'max_depth': 8, 'subsample': 0.9}",0.6039271198756125,absolute,49,5,0.5201793721973094,0.464,0.5918367346938775,0.5443006470881034,0.48072855685114296,0.9928646087646484,0.013645410537719727,931564
XGB,RandomUnder,all,10,"['S06', 'f06', 'f18']","{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 1.0}",0.5530521113838515,absolute,49,5,0.5894736842105263,0.6666666666666666,0.5283018867924528,0.6376057254391673,0.6065157235581791,0.9519586563110352,0.012001514434814453,872735
LGBM,none,all,1,"['S07', 'S10', 'f12']","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 8, 'num_leaves': 50}",0.5800048883118892,absolute,49,5,0.4482758620689655,0.5342465753424658,0.38613861386138615,0.6284173193438747,0.5391982326632891,0.22433948516845703,0.017661333084106445,751093
LGBM,none,all,2,"['S08', 'S13', 'f05']","{'n_estimators': 300, 'learning_rate': 0.08, 'max_depth': 10, 'num_leaves': 50}",0.5749133123212251,absolute,49,5,0.5913978494623656,0.6179775280898876,0.5670103092783505,0.7341291372761801,0.6742601425230023,0.4323709011077881,0.006002187728881836,1387476
